year,state,city,offence_category,offence_sub_category,value,unit,notes
2004,West Bengal,Kolkata,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2004,West Bengal,Kolkata,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2004,West Bengal,Kolkata,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2004,West Bengal,Kolkata,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2004,West Bengal,Kolkata,Publishing false digital Signature Certificate,,0,value in absolute number,
2004,West Bengal,Kolkata,Fraud Digital Signature,,0,value in absolute number,
2004,West Bengal,Kolkata,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2004,West Bengal,Kolkata,Others,,0,value in absolute number,
2004,West Bengal,Kolkata,Total,,0,value in absolute number,
2004,Uttar Pradesh,Lucknow,Tampering Computer Source documents,,0,value in absolute number,
2004,Uttar Pradesh,Lucknow,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2004,Uttar Pradesh,Lucknow,Hacking,,0,value in absolute number,
2004,Uttar Pradesh,Lucknow,Obscene Publication or Transmission in Electronic Form,,0,value in absolute number,
2004,Uttar Pradesh,Lucknow,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2004,Uttar Pradesh,Lucknow,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
